"","APMC","Commodity","Type"
"1662","parli-vaijnath","pigeon pea (tur)","Multiplicative"
"1663","kille dharur","pigeon pea (tur)","Multiplicative"
"1664","tumsar","pigeon pea (tur)","Multiplicative"
"1665","bhandara","pigeon pea (tur)","Multiplicative"
"1666","chikhali","pigeon pea (tur)","Multiplicative"
"1667","jalgaon jamod","pigeon pea (tur)","Multiplicative"
"1668","jalgaon jamod-aasalgaon","pigeon pea (tur)","Multiplicative"
"1669","khamgaon","pigeon pea (tur)","Multiplicative"
"1670","lonar","pigeon pea (tur)","Multiplicative"
"1671","malkapur","pigeon pea (tur)","Multiplicative"
"1672","mehkar","pigeon pea (tur)","Multiplicative"
"1673","nandura","pigeon pea (tur)","Multiplicative"
"1674","sangrampur","pigeon pea (tur)","Multiplicative"
"1675","shegaon","pigeon pea (tur)","Multiplicative"
"1676","gondpimpri","pigeon pea (tur)","Multiplicative"
"1677","chandrapur","pigeon pea (tur)","Multiplicative"
"1678","dhule","pigeon pea (tur)","Multiplicative"
"1679","dondaicha","pigeon pea (tur)","Multiplicative"
"1680","sakri","pigeon pea (tur)","Multiplicative"
"1681","shirpur","pigeon pea (tur)","Multiplicative"
"1682","aheri","pigeon pea (tur)","Multiplicative"
"1683","akhadabalapur","pigeon pea (tur)","Multiplicative"
"1684","hingoli","pigeon pea (tur)","Multiplicative"
"1685","jawala-bajar","pigeon pea (tur)","Multiplicative"
"1686","chalisgaon","pigeon pea (tur)","Multiplicative"
"1687","jalgaon","pigeon pea (tur)","Multiplicative"
"1688","amalner","pigeon pea (tur)","Multiplicative"
"1689","raver","pigeon pea (tur)","Multiplicative"
"1690","ambad(vadi godri)","pigeon pea (tur)","Multiplicative"
"1691","jalna","pigeon pea (tur)","Multiplicative"
"1692","mantha","pigeon pea (tur)","Multiplicative"
"1693","jalna-badnapur","pigeon pea (tur)","Multiplicative"
"1694","partur","pigeon pea (tur)","Multiplicative"
"1695","ausa","pigeon pea (tur)","Multiplicative"
"1696","latur","pigeon pea (tur)","Multiplicative"
"1697","udgir","pigeon pea (tur)","Multiplicative"
"1698","ahmedpur","pigeon pea (tur)","Multiplicative"
"1699","jalkot","pigeon pea (tur)","Multiplicative"
"1700","nilanga","pigeon pea (tur)","Multiplicative"
"1701","katol","pigeon pea (tur)","Multiplicative"
"1702","ramtek","pigeon pea (tur)","Multiplicative"
"1703","savner","pigeon pea (tur)","Multiplicative"
"1704","umared","pigeon pea (tur)","Multiplicative"
"1705","nagpur","pigeon pea (tur)","Multiplicative"
"1706","kalmeshwar","pigeon pea (tur)","Multiplicative"
"1707","loha","pigeon pea (tur)","Multiplicative"
"1708","nanded","pigeon pea (tur)","Multiplicative"
"1709","bhokar","pigeon pea (tur)","Multiplicative"
"1710","naigaon","pigeon pea (tur)","Multiplicative"
"1711","dharmabad","pigeon pea (tur)","Multiplicative"
"1712","hadgaon","pigeon pea (tur)","Multiplicative"
"1713","nandurbar","pigeon pea (tur)","Multiplicative"
"1714","shahada","pigeon pea (tur)","Multiplicative"
"1715","taloda","pigeon pea (tur)","Multiplicative"
"1716","devala","pigeon pea (tur)","Multiplicative"
"1717","kalvan","pigeon pea (tur)","Multiplicative"
"1718","nandgaon","pigeon pea (tur)","Multiplicative"
"1719","sinner","pigeon pea (tur)","Multiplicative"
"1720","lasalgaon","pigeon pea (tur)","Multiplicative"
"1721","malegaon","pigeon pea (tur)","Multiplicative"
"1722","satana","pigeon pea (tur)","Multiplicative"
"1723","yeola","pigeon pea (tur)","Multiplicative"
"1724","kalamb (os)","pigeon pea (tur)","Multiplicative"
"1725","murum","pigeon pea (tur)","Multiplicative"
"1726","osmanabad","pigeon pea (tur)","Multiplicative"
"1727","umarga","pigeon pea (tur)","Multiplicative"
"1728","tuljapur","pigeon pea (tur)","Multiplicative"
"1729","jintur","pigeon pea (tur)","Multiplicative"
"1730","jintur-bori","pigeon pea (tur)","Multiplicative"
"1731","parbhani","pigeon pea (tur)","Multiplicative"
"1732","sailu","pigeon pea (tur)","Multiplicative"
"1733","sonpeth","pigeon pea (tur)","Multiplicative"
"1734","tadkalas","pigeon pea (tur)","Multiplicative"
"1735","purna","pigeon pea (tur)","Multiplicative"
"1736","indapur-bhigwan","pigeon pea (tur)","Multiplicative"
"1737","shirur","pigeon pea (tur)","Multiplicative"
"1738","akkolkot","pigeon pea (tur)","Multiplicative"
"1739","barshi","pigeon pea (tur)","Multiplicative"
"1740","barshi-vairag","pigeon pea (tur)","Multiplicative"
"1741","dudhani","pigeon pea (tur)","Multiplicative"
"1742","kurdwadi","pigeon pea (tur)","Multiplicative"
"1743","mangalwedha","pigeon pea (tur)","Multiplicative"
"1744","mohol","pigeon pea (tur)","Multiplicative"
"1745","solapur","pigeon pea (tur)","Multiplicative"
"1746","hinganghat","pigeon pea (tur)","Multiplicative"
"1747","wardha","pigeon pea (tur)","Multiplicative"
"1748","pulgaon","pigeon pea (tur)","Multiplicative"
"1749","karanja","pigeon pea (tur)","Multiplicative"
"1750","mangrulpeer","pigeon pea (tur)","Multiplicative"
"1751","manora","pigeon pea (tur)","Multiplicative"
"1752","risod","pigeon pea (tur)","Multiplicative"
"1753","washim","pigeon pea (tur)","Multiplicative"
"1754","pandharkawada","pigeon pea (tur)","Multiplicative"
"1755","pusad","pigeon pea (tur)","Multiplicative"
"1756","yeotmal","pigeon pea (tur)","Multiplicative"
"1757","ner parasopant","pigeon pea (tur)","Multiplicative"
"1758","aarni","pigeon pea (tur)","Multiplicative"
"1759","babhulgaon","pigeon pea (tur)","Multiplicative"
"1760","vani","pigeon pea (tur)","Multiplicative"
"1761","digras","pigeon pea (tur)","Multiplicative"
"1762","umarkhed","pigeon pea (tur)","Multiplicative"
"1763","mumbai","pineapple","Multiplicative"
"1764","nagpur","pineapple","Multiplicative"
"1765","shrirampur","pomegranate","Multiplicative"
"1766","sangamner","pomegranate","Multiplicative"
"1767","rahata","pomegranate","Multiplicative"
"1768","aurangabad","pomegranate","Multiplicative"
"1769","chandrapur","pomegranate","Multiplicative"
"1770","jalgaon","pomegranate","Multiplicative"
"1771","jalna","pomegranate","Multiplicative"
"1772","mumbai","pomegranate","Multiplicative"
"1773","nagpur","pomegranate","Multiplicative"
"1774","nashik","pomegranate","Multiplicative"
"1775","pimpalgaon basawant","pomegranate","Multiplicative"
"1776","lasalgaon","pomegranate","Multiplicative"
"1777","indapur","pomegranate","Multiplicative"
"1778","atpadi","pomegranate","Multiplicative"
"1779","karad","pomegranate","Multiplicative"
"1780","pandharpur","pomegranate","Multiplicative"
"1781","sangola","pomegranate","Multiplicative"
"1782","solapur","pomegranate","Multiplicative"
"1783","rahata","potato","Multiplicative"
"1784","shrirampur","potato","Multiplicative"
"1785","amarawati","potato","Multiplicative"
"1786","aurangabad","potato","Multiplicative"
"1787","chandrapur-ganjwad","potato","Multiplicative"
"1788","jalgaon","potato","Multiplicative"
"1789","vadgaon peth","potato","Multiplicative"
"1790","mumbai","potato","Multiplicative"
"1791","kamthi","potato","Multiplicative"
"1792","nagpur","potato","Multiplicative"
"1793","nashik","potato","Multiplicative"
"1794","osmanabad","potato","Multiplicative"
"1795","junnar","potato","Multiplicative"
"1796","junnar (alephata)","potato","Multiplicative"
"1797","junnar-otur","potato","Multiplicative"
"1798","pune","potato","Multiplicative"
"1799","manchar","potato","Multiplicative"
"1800","karad","potato","Multiplicative"
"1801","koregaon","potato","Multiplicative"
"1802","satara","potato","Multiplicative"
"1803","akluj","potato","Multiplicative"
"1804","solapur","potato","Multiplicative"
"1805","bhivandi","potato","Multiplicative"
"1806","kalyan","potato","Multiplicative"
"1807","palghar(bevur)","potato","Multiplicative"
"1808","vasai","potato","Multiplicative"
"1809","chandrapur-ganjwad","pumpkin","Multiplicative"
"1810","kamthi","pumpkin","Multiplicative"
"1811","nagpur","pumpkin","Multiplicative"
"1812","kalmeshwar","pumpkin","Multiplicative"
"1813","pune","pumpkin","Multiplicative"
"1814","chandrapur-ganjwad","raddish","Multiplicative"
"1815","kamthi","raddish","Multiplicative"
"1816","nagpur","raddish","Multiplicative"
"1817","kalmeshwar","raddish","Multiplicative"
"1818","nashik","raddish","Multiplicative"
"1819","khed","raddish","Multiplicative"
"1820","pune-manjri","raddish","Multiplicative"
"1821","shrirampur","radish","Multiplicative"
"1822","jalna","rajgira","Multiplicative"
"1823","pune-manjri","rajgira","Multiplicative"
"1824","solapur","rajgira","Multiplicative"
"1825","gevrai","rala","Multiplicative"
"1826","shrirampur","rice(paddy-hus)","Multiplicative"
"1827","achalpur","rice(paddy-hus)","Multiplicative"
"1828","bhandara","rice(paddy-hus)","Multiplicative"
"1829","tumsar","rice(paddy-hus)","Multiplicative"
"1830","aheri","rice(paddy-hus)","Multiplicative"
"1831","kolhapur-laxmipuri","rice(paddy-hus)","Multiplicative"
"1832","ahmedpur","rice(paddy-hus)","Multiplicative"
"1833","nagpur","rice(paddy-hus)","Multiplicative"
"1834","umared","rice(paddy-hus)","Multiplicative"
"1835","ramtek","rice(paddy-hus)","Multiplicative"
"1836","nandurbar","rice(paddy-hus)","Multiplicative"
"1837","lasalgaon","rice(paddy-hus)","Multiplicative"
"1838","sinner","rice(paddy-hus)","Multiplicative"
"1839","devala","rice(paddy-hus)","Multiplicative"
"1840","satana","rice(paddy-hus)","Multiplicative"
"1841","ghoti","rice(paddy-hus)","Multiplicative"
"1842","indapur-bhigwan","rice(paddy-hus)","Multiplicative"
"1843","pune","rice(paddy-hus)","Multiplicative"
"1844","alibag","rice(paddy-hus)","Multiplicative"
"1845","karjat (raigad)","rice(paddy-hus)","Multiplicative"
"1846","mangaon(bhadav)","rice(paddy-hus)","Multiplicative"
"1847","pen","rice(paddy-hus)","Multiplicative"
"1848","sangali","rice(paddy-hus)","Multiplicative"
"1849","solapur","rice(paddy-hus)","Multiplicative"
"1850","barshi","rice(paddy-hus)","Multiplicative"
"1851","bhivandi","rice(paddy-hus)","Multiplicative"
"1852","palghar(bevur)","rice(paddy-hus)","Multiplicative"
"1853","vasai","rice(paddy-hus)","Multiplicative"
"1854","digras","rice(paddy-hus)","Multiplicative"
"1855","vadgaon peth","ridge gourd","Multiplicative"
"1856","mumbai","ridge gourd","Multiplicative"
"1857","osmanabad","ridge gourd","Multiplicative"
"1858","pune","ridge gourd","Multiplicative"
"1859","pune-manjri","ridge gourd","Multiplicative"
"1860","pune-pimpri","ridge gourd","Multiplicative"
"1861","panvel","ridge gourd","Multiplicative"
"1862","karad","ridge gourd","Multiplicative"
"1863","vai","ridge gourd","Multiplicative"
"1864","mangalwedha","ridge gourd","Multiplicative"
"1865","solapur","ridge gourd","Multiplicative"
"1866","kalyan","ridge gourd","Multiplicative"
"1867","shahapur","ridge gourd","Multiplicative"
"1868","rahuri-vambori","safflower","Multiplicative"
"1869","sillod-bharadi","safflower","Multiplicative"
"1870","vaijapur","safflower","Multiplicative"
"1871","ambejogai","safflower","Multiplicative"
"1872","parli-vaijnath","safflower","Multiplicative"
"1873","jalna","safflower","Multiplicative"
"1874","mantha","safflower","Multiplicative"
"1875","ausa","safflower","Multiplicative"
"1876","ahmedpur","safflower","Multiplicative"
"1877","latur","safflower","Multiplicative"
"1878","loha","safflower","Multiplicative"
"1879","kalamb (os)","safflower","Multiplicative"
"1880","umarga","safflower","Multiplicative"
"1881","murum","safflower","Multiplicative"
"1882","jintur-bori","safflower","Multiplicative"
"1883","jintur","safflower","Multiplicative"
"1884","sonpeth","safflower","Multiplicative"
"1885","indapur-bhigwan","safflower","Multiplicative"
"1886","barshi-vairag","safflower","Multiplicative"
"1887","washim","safflower","Multiplicative"
"1888","tumsar","sarsav","Multiplicative"
"1889","achalpur","sesamum","Multiplicative"
"1890","anajngaon surji","sesamum","Multiplicative"
"1891","ambejogai","sesamum","Multiplicative"
"1892","beed","sesamum","Multiplicative"
"1893","gevrai","sesamum","Multiplicative"
"1894","kej","sesamum","Multiplicative"
"1895","kille dharur","sesamum","Multiplicative"
"1896","majalgaon","sesamum","Multiplicative"
"1897","khamgaon","sesamum","Multiplicative"
"1898","nandura","sesamum","Multiplicative"
"1899","shegaon","sesamum","Multiplicative"
"1900","jalgaon jamod-aasalgaon","sesamum","Multiplicative"
"1901","malkapur","sesamum","Multiplicative"
"1902","dhule","sesamum","Multiplicative"
"1903","shirpur","sesamum","Multiplicative"
"1904","aheri","sesamum","Multiplicative"
"1905","chopda","sesamum","Multiplicative"
"1906","amalner","sesamum","Multiplicative"
"1907","jalgaon","sesamum","Multiplicative"
"1908","jalna","sesamum","Multiplicative"
"1909","ausa","sesamum","Multiplicative"
"1910","ahmedpur","sesamum","Multiplicative"
"1911","bhokar","sesamum","Multiplicative"
"1912","loha","sesamum","Multiplicative"
"1913","kalamb (os)","sesamum","Multiplicative"
"1914","murum","sesamum","Multiplicative"
"1915","umarga","sesamum","Multiplicative"
"1916","osmanabad","sesamum","Multiplicative"
"1917","sonpeth","sesamum","Multiplicative"
"1918","indapur-bhigwan","sesamum","Multiplicative"
"1919","barshi","sesamum","Multiplicative"
"1920","karanja","sesamum","Multiplicative"
"1921","pusad","sesamum","Multiplicative"
"1922","nashik","shahale","Multiplicative"
"1923","nandurbar","shepa","Multiplicative"
"1924","rahata","shepu","Multiplicative"
"1925","nashik","shepu","Multiplicative"
"1926","manchar","shepu","Multiplicative"
"1927","pune-manjri","shepu","Multiplicative"
"1928","pune-pimpri","shepu","Multiplicative"
"1929","barshi","shepu","Multiplicative"
"1930","rahata","shevga","Multiplicative"
"1931","shrirampur","shevga","Multiplicative"
"1932","aurangabad","shevga","Multiplicative"
"1933","mumbai","shevga","Multiplicative"
"1934","pune","shevga","Multiplicative"
"1935","manchar","shevga","Multiplicative"
"1936","pune-pimpri","shevga","Multiplicative"
"1937","karad","shevga","Multiplicative"
"1938","satara","shevga","Multiplicative"
"1939","akluj","shevga","Multiplicative"
"1940","barshi","shevga","Multiplicative"
"1941","kalyan","shevga","Multiplicative"
"1942","shahapur","shevga","Multiplicative"
"1943","pune","shewanti","Multiplicative"
"1944","rahata","small gourd","Multiplicative"
"1945","chandrapur-ganjwad","small gourd","Multiplicative"
"1946","mumbai","small gourd","Multiplicative"
"1947","kamthi","small gourd","Multiplicative"
"1948","nagpur","small gourd","Multiplicative"
"1949","pune","small gourd","Multiplicative"
"1950","kalyan","small gourd","Multiplicative"
"1951","vadgaon peth","snake gourd","Multiplicative"
"1952","mumbai","snake gourd","Multiplicative"
"1953","pune","snake gourd","Multiplicative"
"1954","panvel","snake gourd","Multiplicative"
"1955","ratanagari","snake gourd","Multiplicative"
"1956","karad","snake gourd","Multiplicative"
"1957","jamkhed","sorgum(jawar)","Multiplicative"
"1958","kopargaon","sorgum(jawar)","Multiplicative"
"1959","pathardi","sorgum(jawar)","Multiplicative"
"1960","rahata","sorgum(jawar)","Multiplicative"
"1961","rahuri","sorgum(jawar)","Multiplicative"
"1962","rahuri-vambori","sorgum(jawar)","Multiplicative"
"1963","sangamner","sorgum(jawar)","Multiplicative"
"1964","shevgaon","sorgum(jawar)","Multiplicative"
"1965","shevgaon-bodhegaon","sorgum(jawar)","Multiplicative"
"1966","shrirampur","sorgum(jawar)","Multiplicative"
