"","APMC","Commodity","Year","Month","arrivals_in_qtl","min_price","max_price","modal_price","date","district_name","state_name","outlier"
"11025","pune-manjri","ground nut pods (dry)",2015,"May",10,0,3267,0,"2015-05","Pune","Maharashtra",TRUE
"11046","satara","ground nut pods (dry)",2015,"May",10,200,500,350,"2015-05","Satara","Maharashtra",TRUE
"11154","kamthi","guava",2015,"October",9,2000,4500,3350,"2015-10","Nagpur","Maharashtra",TRUE
"11180","kalyan","guava",2015,"April",3,3000,6000,4500,"2015-04","Thane","Maharashtra",TRUE
"11181","kalyan","guava",2015,"August",18,3083,4133,3371,"2015-08","Thane","Maharashtra",TRUE
"11185","kalyan","guava",2015,"November",36,2858,3733,3275,"2015-11","Thane","Maharashtra",TRUE
"11186","kalyan","guava",2015,"October",33,2882,3900,3355,"2015-10","Thane","Maharashtra",TRUE
"11187","kalyan","guava",2015,"September",9,3333,4333,3817,"2015-09","Thane","Maharashtra",TRUE
"11198","pune-manjri","harbara(pendi)",2015,"September",2,0,1200,0,"2015-09","Pune","Maharashtra",TRUE
"11199","nagpur","hemp",2015,"January",136,1000,2000,1500,"2015-01","Nagpur","Maharashtra",TRUE
"11211","solapur","hemp",2015,"July",236,200,400,300,"2015-07","Solapur","Maharashtra",TRUE
"11212","solapur","hemp",2015,"September",174,300,500,400,"2015-09","Solapur","Maharashtra",TRUE
"11220","ahmednagar","horse gram",2015,"April",3,7150,7150,7150,"2015-04","Ahmadnagar","Maharashtra",TRUE
"11222","ahmednagar","horse gram",2015,"December",11,8200,8850,8538,"2015-12","Ahmadnagar","Maharashtra",TRUE
"11223","ahmednagar","horse gram",2015,"January",5,7501,7501,7501,"2015-01","Ahmadnagar","Maharashtra",TRUE
"11224","ahmednagar","horse gram",2015,"June",1,5000,6000,6000,"2015-06","Ahmadnagar","Maharashtra",TRUE
"11255","nandurbar","horse gram",2015,"February",2,6911,6911,6911,"2015-02","Nandurbar","Maharashtra",TRUE
"11327","ramtek","jack fruit",2015,"March",33,11,15,13,"2015-03","Nagpur","Maharashtra",TRUE
"11330","ramtek","jack fruit",2015,"May",6,12,10,11,"2015-05","Nagpur","Maharashtra",TRUE
"11432","shirur","jaggery",2015,"April",39,1400,1550,1500,"2015-04","Pune","Maharashtra",TRUE
"11522","kalyan","jaggery",2015,"January",3,3000,4000,3500,"2015-01","Thane","Maharashtra",TRUE
"11524","kalyan","jaggery",2015,"June",3,3200,3600,3450,"2015-06","Thane","Maharashtra",TRUE
"11525","kalyan","jaggery",2015,"March",18,3280,3587,3453,"2015-03","Thane","Maharashtra",TRUE
"11554","kamthi","kanda pat",2015,"June",3,4000,6000,5200,"2015-06","Nagpur","Maharashtra",TRUE
"11741","kalmeshwar","ladies finger",2015,"January",18,4932,5178,5123,"2015-01","Nagpur","Maharashtra",TRUE
"11803","pune-manjri","ladies finger",2015,"February",532,3864,9250,5023,"2015-02","Pune","Maharashtra",TRUE
"11806","pune-manjri","ladies finger",2015,"January",501,3750,5983,4800,"2015-01","Pune","Maharashtra",TRUE
"12001","rahata","lemon",2015,"April",17,6278,6611,6444,"2015-04","Ahmadnagar","Maharashtra",TRUE
"12254","ramtek","linseed",2015,"November",4,2876,2940,2908,"2015-11","Nagpur","Maharashtra",TRUE
"12264","shirur","linseed",2015,"July",1,2000,2000,2000,"2015-07","Pune","Maharashtra",TRUE
"12361","ahmednagar","maize",2015,"September",21,1688,2019,1860,"2015-09","Ahmadnagar","Maharashtra",TRUE
"12755","jamner-neri","maize",2015,"November",221,2272,2648,2456,"2015-11","Jalgaon","Maharashtra",TRUE
"12768","pachora","maize",2015,"September",232,1394,1537,1915,"2015-09","Jalgaon","Maharashtra",TRUE
"12856","ahmedpur","maize",2015,"September",12,1500,1771,1771,"2015-09","Latur","Maharashtra",TRUE
"12877","shahada","maize",2015,"April",8,1213,6713,6713,"2015-04","Nandurbar","Maharashtra",TRUE
"13021","nandgaon","maize",2015,"September",2444,1651,1995,1842,"2015-09","Nasik","Maharashtra",TRUE
"13063","murum","maize",2015,"October",10,1786,1786,1786,"2015-10","Osmanabad","Maharashtra",TRUE
"13143","pune","maize",2015,"September",825,1716,1790,1764,"2015-09","Pune","Maharashtra",TRUE
"13326","dhule","maize(corn.)",2015,"July",8,4600,4700,4700,"2015-07","Dhule","Maharashtra",TRUE
"13352","ratanagari","maize(corn.)",2015,"August",10,5000,6000,5500,"2015-08","Ratnagiri","Maharashtra",TRUE
"13353","ratanagari","maize(corn.)",2015,"December",52,4000,4800,4410,"2015-12","Ratnagiri","Maharashtra",TRUE
"13354","ratanagari","maize(corn.)",2015,"February",110,4500,5357,4929,"2015-02","Ratnagiri","Maharashtra",TRUE
"13356","ratanagari","maize(corn.)",2015,"July",37,4125,5000,4575,"2015-07","Ratnagiri","Maharashtra",TRUE
"13357","ratanagari","maize(corn.)",2015,"June",10,4000,5000,4600,"2015-06","Ratnagiri","Maharashtra",TRUE
"13362","ratanagari","maize(corn.)",2015,"September",154,3778,5222,4511,"2015-09","Ratnagiri","Maharashtra",TRUE
"13385","mumbai","mango",2015,"April",264617,10462,23673,17067,"2015-04","Mumbai","Maharashtra",TRUE
"13386","mumbai","mango",2015,"February",2079,17917,33833,25875,"2015-02","Mumbai","Maharashtra",TRUE
"13387","mumbai","mango",2015,"January",133,30250,50250,40250,"2015-01","Mumbai","Maharashtra",TRUE
"13388","mumbai","mango",2015,"June",36696,5500,13250,9375,"2015-06","Mumbai","Maharashtra",TRUE
"13389","mumbai","mango",2015,"March",42792,13773,24864,19545,"2015-03","Mumbai","Maharashtra",TRUE
"13390","mumbai","mango",2015,"May",342618,8423,17462,12942,"2015-05","Mumbai","Maharashtra",TRUE
"13411","karad","mango",2015,"March",6,10000,15000,12500,"2015-03","Satara","Maharashtra",TRUE
"13457","pune","mango(raw)",2015,"November",82,3500,5143,4557,"2015-11","Pune","Maharashtra",TRUE
"13458","pune","mango(raw)",2015,"October",8,3667,5833,5167,"2015-10","Pune","Maharashtra",TRUE
"13459","pune","mango(raw)",2015,"September",31,3357,4643,4186,"2015-09","Pune","Maharashtra",TRUE
"13483","kolhapur","math (bhaji)",2015,"June",174,4387,9193,6743,"2015-06","Kolhapur","Maharashtra",TRUE
"13485","kolhapur","math (bhaji)",2015,"October",245,4295,10007,6936,"2015-10","Kolhapur","Maharashtra",TRUE
"13502","junnar (narayangaon)","math (bhaji)",2015,"July",50000,300,1000,7000,"2015-07","Pune","Maharashtra",TRUE
"13529","rahuri-vambori","matki",2015,"December",5,9670,10220,9945,"2015-12","Ahmadnagar","Maharashtra",TRUE
"13582","jalna","matki",2015,"February",2,9776,9776,9776,"2015-02","Jalna","Maharashtra",TRUE
"13583","jalna","matki",2015,"January",1,15025,15025,15025,"2015-01","Jalna","Maharashtra",TRUE
"13602","devala","matki",2015,"February",1,4000,4000,4000,"2015-02","Nasik","Maharashtra",TRUE
"13616","indapur-bhigwan","matki",2015,"August",1,2800,2800,2800,"2015-08","Pune","Maharashtra",TRUE
"13621","sangali","matki",2015,"December",1719,7150,11406,10522,"2015-12","Sangli","Maharashtra",TRUE
"13628","sangali","matki",2015,"November",600,6200,11821,10300,"2015-11","Sangli","Maharashtra",TRUE
"13635","barshi","matki",2015,"December",1,4000,4000,4000,"2015-12","Solapur","Maharashtra",TRUE
"13701","jalgaon","methi (bhaji)",2015,"June",129,3786,5341,4523,"2015-06","Jalgaon","Maharashtra",TRUE
"13712","kamthi","methi (bhaji)",2015,"August",69,2773,6864,4941,"2015-08","Nagpur","Maharashtra",TRUE
"13719","kamthi","methi (bhaji)",2015,"July",69,3089,7167,5233,"2015-07","Nagpur","Maharashtra",TRUE
"13727","kamthi","methi (bhaji)",2015,"October",93,2879,8810,5893,"2015-10","Nagpur","Maharashtra",TRUE
"13728","kamthi","methi (bhaji)",2015,"September",77,3983,9125,7042,"2015-09","Nagpur","Maharashtra",TRUE
"13913","sangli-phale bhajipalam","mosambi",2015,"August",701,3179,10333,7414,"2015-08","Sangli","Maharashtra",TRUE
"13919","karad","mosambi",2015,"August",66,4750,5875,5875,"2015-08","Satara","Maharashtra",TRUE
"13920","karad","mosambi",2015,"December",234,4229,5854,5813,"2015-12","Satara","Maharashtra",TRUE
"13923","karad","mosambi",2015,"July",21,5000,6333,6333,"2015-07","Satara","Maharashtra",TRUE
"13924","karad","mosambi",2015,"June",66,3900,4850,4775,"2015-06","Satara","Maharashtra",TRUE
"13926","karad","mosambi",2015,"May",63,4400,5400,4900,"2015-05","Satara","Maharashtra",TRUE
"13927","karad","mosambi",2015,"November",66,4083,5250,5250,"2015-11","Satara","Maharashtra",TRUE
"13928","karad","mosambi",2015,"October",117,4281,5969,5969,"2015-10","Satara","Maharashtra",TRUE
"13929","karad","mosambi",2015,"September",48,4714,5714,5714,"2015-09","Satara","Maharashtra",TRUE
"13942","kalyan","mosambi",2015,"July",3,4000,6000,5500,"2015-07","Thane","Maharashtra",TRUE
"14033","mumbai","mustard",2015,"February",167,4800,8000,6400,"2015-02","Mumbai","Maharashtra",TRUE
"14144","ahmednagar","onion",2015,"August",23523,1955,6680,4635,"2015-08","Ahmadnagar","Maharashtra",TRUE
"14147","kopargaon","onion",2015,"August",9745,1588,5025,4306,"2015-08","Ahmadnagar","Maharashtra",TRUE
"14149","parner","onion",2015,"August",8290,2615,5062,4188,"2015-08","Ahmadnagar","Maharashtra",TRUE
"14155","shrirampur","onion",2015,"August",55705,1675,5300,4088,"2015-08","Ahmadnagar","Maharashtra",TRUE
"14260","ahmednagar","onion",2015,"September",8763,1450,5825,4513,"2015-09","Ahmadnagar","Maharashtra",TRUE
"14261","akole","onion",2015,"September",896,1182,5144,4037,"2015-09","Ahmadnagar","Maharashtra",TRUE
"14264","newasa-ghodegaon","onion",2015,"September",53035,1346,5100,4115,"2015-09","Ahmadnagar","Maharashtra",TRUE
"14271","amarawati","onion",2015,"August",6,3750,5850,4243,"2015-08","Amaravathi","Maharashtra",TRUE
"14326","kada","onion",2015,"August",336,825,4888,4063,"2015-08","Beed","Maharashtra",TRUE
"14336","kada","onion",2015,"September",34,700,4750,4500,"2015-09","Beed","Maharashtra",TRUE
"14347","malkapur","onion",2015,"September",140,3750,4800,4550,"2015-09","Buldhana","Maharashtra",TRUE
"14398","jalna","onion",2015,"December",63,4100,4100,4100,"2015-12","Jalna","Maharashtra",TRUE
"14400","kolhapur","onion",2015,"August",44885,2400,5050,4116,"2015-08","Kolhapur","Maharashtra",TRUE
"14410","kolhapur","onion",2015,"September",34295,1729,5367,4040,"2015-09","Kolhapur","Maharashtra",TRUE
"14412","mumbai","onion",2015,"August",197130,3679,4690,4409,"2015-08","Mumbai","Maharashtra",TRUE
"14422","mumbai","onion",2015,"September",202361,3917,5117,4671,"2015-09","Mumbai","Maharashtra",TRUE
"14426","kamthi","onion",2015,"August",100,2647,5353,4100,"2015-08","Nagpur","Maharashtra",TRUE
"14454","kamthi","onion",2015,"September",99,3150,7350,5350,"2015-09","Nagpur","Maharashtra",TRUE
"14473","chandvad","onion",2015,"August",12053,1547,4537,4202,"2015-08","Nasik","Maharashtra",TRUE
"14474","devala","onion",2015,"August",36665,2244,4636,4248,"2015-08","Nasik","Maharashtra",TRUE
"14475","dindori-vani","onion",2015,"August",23731,3579,4636,4182,"2015-08","Nasik","Maharashtra",TRUE
"14476","kalvan","onion",2015,"August",66349,1114,5111,4454,"2015-08","Nasik","Maharashtra",TRUE
"14477","lasalgaon","onion",2015,"August",50968,2342,4616,4124,"2015-08","Nasik","Maharashtra",TRUE
"14480","manmad","onion",2015,"August",22080,1964,4678,4194,"2015-08","Nasik","Maharashtra",TRUE
"14482","pimpalgaon basawant","onion",2015,"August",109181,2123,4763,4195,"2015-08","Nasik","Maharashtra",TRUE
"14484","sinner","onion",2015,"August",25979,1211,4825,4076,"2015-08","Nasik","Maharashtra",TRUE
"14485","yeola","onion",2015,"August",60752,1539,4840,4179,"2015-08","Nasik","Maharashtra",TRUE
"14611","chandvad","onion",2015,"September",7481,1967,4396,4131,"2015-09","Nasik","Maharashtra",TRUE
"14613","dindori-vani","onion",2015,"September",8863,3707,4531,4144,"2015-09","Nasik","Maharashtra",TRUE
"14614","kalvan","onion",2015,"September",42251,953,5050,4444,"2015-09","Nasik","Maharashtra",TRUE
"14615","lasalgaon","onion",2015,"September",31390,2535,4492,4099,"2015-09","Nasik","Maharashtra",TRUE
"14616","lasalgaon-niphad","onion",2015,"September",3537,2384,4401,4028,"2015-09","Nasik","Maharashtra",TRUE
"14622","satana","onion",2015,"September",67407,2347,4931,4318,"2015-09","Nasik","Maharashtra",TRUE
"14624","yeola","onion",2015,"September",39391,1743,4716,4111,"2015-09","Nasik","Maharashtra",TRUE
"14644","baramati","onion",2015,"August",1734,1868,5083,4600,"2015-08","Pune","Maharashtra",TRUE
"14646","junnar","onion",2015,"August",31745,2563,5150,4375,"2015-08","Pune","Maharashtra",TRUE
"14648","pune","onion",2015,"August",145041,1867,4758,4446,"2015-08","Pune","Maharashtra",TRUE
"14650","pune-pimpri","onion",2015,"August",252,3216,4574,4128,"2015-08","Pune","Maharashtra",TRUE
"14721","junnar","onion",2015,"September",8221,3200,5420,4600,"2015-09","Pune","Maharashtra",TRUE
"14723","pune","onion",2015,"September",148399,1429,4981,4705,"2015-09","Pune","Maharashtra",TRUE
"14725","pune-pimpri","onion",2015,"September",98,3733,4593,4307,"2015-09","Pune","Maharashtra",TRUE
"14736","karad","onion",2015,"August",321,3125,4125,4125,"2015-08","Satara","Maharashtra",TRUE
"14740","satara","onion",2015,"August",2440,3633,4856,4594,"2015-08","Satara","Maharashtra",TRUE
"14741","vai","onion",2015,"August",3460,3500,4667,4503,"2015-08","Satara","Maharashtra",TRUE
"14798","akluj","onion",2015,"August",630,2200,4553,4553,"2015-08","Solapur","Maharashtra",TRUE
"14855","akluj","onion",2015,"September",760,2082,4688,4665,"2015-09","Solapur","Maharashtra",TRUE
"14863","kalyan","onion",2015,"August",2694,3835,4488,4121,"2015-08","Thane","Maharashtra",TRUE
"14897","bhivandi","onion",2015,"September",307,5200,6250,5725,"2015-09","Thane","Maharashtra",TRUE
"14898","kalyan","onion",2015,"September",757,4100,4700,4480,"2015-09","Thane","Maharashtra",TRUE
"14899","palghar(bevur)","onion",2015,"September",335,4825,4926,4882,"2015-09","Thane","Maharashtra",TRUE
"14900","vasai","onion",2015,"September",827,3273,5491,4273,"2015-09","Thane","Maharashtra",TRUE
"14937","kolhapur","orange",2015,"July",113,6175,8775,7563,"2015-07","Kolhapur","Maharashtra",TRUE
"14938","kolhapur","orange",2015,"June",121,4796,7081,5977,"2015-06","Kolhapur","Maharashtra",TRUE
"14939","kolhapur","orange",2015,"May",7,4900,5950,5250,"2015-05","Kolhapur","Maharashtra",TRUE
"14942","kolhapur","orange",2015,"September",111,2780,6140,3850,"2015-09","Kolhapur","Maharashtra",TRUE
"14958","narkhed","orange",2015,"April",7119,21111,20778,16222,"2015-04","Nagpur","Maharashtra",TRUE
"14969","narkhed","orange",2015,"February",2712,23000,19800,13400,"2015-02","Nagpur","Maharashtra",TRUE
"14976","narkhed","orange",2015,"March",44532,21567,20067,15400,"2015-03","Nagpur","Maharashtra",TRUE
"14995","karad","orange",2015,"February",18,2500,5000,3750,"2015-02","Satara","Maharashtra",TRUE
"14996","karad","orange",2015,"January",63,3417,4833,4125,"2015-01","Satara","Maharashtra",TRUE
"14997","kalyan","orange",2015,"August",3,8000,10000,8500,"2015-08","Thane","Maharashtra",TRUE
"15001","kalyan","orange",2015,"September",3,4000,5000,4600,"2015-09","Thane","Maharashtra",TRUE
"15016","hanegaon","other cereals",2015,"December",4,9500,9800,9500,"2015-12","Nanded","Maharashtra",TRUE
"15017","akkalkuwa","other cereals",2015,"April",50,6000,7400,7000,"2015-04","Nandurbar","Maharashtra",TRUE
"15019","ulhasnagar","other cereals",2015,"December",838,4382,8018,6200,"2015-12","Thane","Maharashtra",TRUE
"15073","ulhasnagar","other vegetables",2015,"December",2366,2895,5605,4158,"2015-12","Thane","Maharashtra",TRUE
"15121","lakhani","paddy-unhusked",2015,"October",970,2366,2400,2387,"2015-10","Bhandara","Maharashtra",TRUE
"15124","lakhani","paddy-unhusked",2015,"September",2213,2289,2437,2406,"2015-09","Bhandara","Maharashtra",TRUE
"15183","sindevahi","paddy-unhusked",2015,"October",4701,1998,2099,2665,"2015-10","Chandrapur","Maharashtra",TRUE
"15300","ausa","paddy-unhusked",2015,"December",2,601,802,701,"2015-12","Latur","Maharashtra",TRUE
"15301","ausa","paddy-unhusked",2015,"January",3,888,1000,900,"2015-01","Latur","Maharashtra",TRUE
"15302","ausa","paddy-unhusked",2015,"July",4,726,826,801,"2015-07","Latur","Maharashtra",TRUE
"15303","ausa","paddy-unhusked",2015,"June",8,601,900,851,"2015-06","Latur","Maharashtra",TRUE
"15304","ausa","paddy-unhusked",2015,"March",4,650,750,701,"2015-03","Latur","Maharashtra",TRUE
"15307","ahmedpur","paddy-unhusked",2015,"September",8,631,664,664,"2015-09","Latur","Maharashtra",TRUE
"15308","ausa","paddy-unhusked",2015,"September",2,851,851,851,"2015-09","Latur","Maharashtra",TRUE
"15349","umarga","paddy-unhusked",2015,"February",1,750,900,800,"2015-02","Osmanabad","Maharashtra",TRUE
"15541","kamthi","papai",2015,"May",4,1400,3000,2200,"2015-05","Nagpur","Maharashtra",TRUE
"15688","palus","pavtta",2015,"December",5,6500,7500,7000,"2015-12","Sangli","Maharashtra",TRUE
"15690","patan","pavtta",2015,"April",97,25,35,30,"2015-04","Satara","Maharashtra",TRUE
"15710","satara","pavtta",2015,"June",26,5273,6273,5773,"2015-06","Satara","Maharashtra",TRUE
"15711","vai","pavtta",2015,"June",27,4833,5400,5248,"2015-06","Satara","Maharashtra",TRUE
"15968","paithan","pigeon pea (tur)",2015,"April",14500,4,5,5,"2015-04","Aurangabad","Maharashtra",TRUE
"16690","devala","pigeon pea (tur)",2015,"June",5,5926,5926,127201,"2015-06","Nasik","Maharashtra",TRUE
"16954","akkolkot","pigeon pea (tur)",2015,"October",12,11001,13200,12920,"2015-10","Solapur","Maharashtra",TRUE
"17011","samudrapur","pigeon pea (tur)",2015,"October",1,12000,12000,12000,"2015-10","Wardha","Maharashtra",TRUE
"17222","rahata","pomegranate",2015,"April",9318,1500,15413,8565,"2015-04","Ahmadnagar","Maharashtra",TRUE
"17233","rahata","pomegranate",2015,"February",7158,1458,12175,7438,"2015-02","Ahmadnagar","Maharashtra",TRUE
"17237","sangamner","pomegranate",2015,"January",168,5000,10000,7500,"2015-01","Ahmadnagar","Maharashtra",TRUE
"17245","rahata","pomegranate",2015,"March",6562,1500,13595,7818,"2015-03","Ahmadnagar","Maharashtra",TRUE
"17248","rahata","pomegranate",2015,"May",11024,1500,14767,8062,"2015-05","Ahmadnagar","Maharashtra",TRUE
"17253","sangamner","pomegranate",2015,"November",1731,2077,9346,7900,"2015-11","Ahmadnagar","Maharashtra",TRUE
"17255","rahata","pomegranate",2015,"October",34489,1050,18675,7600,"2015-10","Ahmadnagar","Maharashtra",TRUE
"17256","sangamner","pomegranate",2015,"October",3757,2424,10524,7905,"2015-10","Ahmadnagar","Maharashtra",TRUE
"17309","mumbai","pomegranate",2015,"December",26796,3335,11885,7610,"2015-12","Mumbai","Maharashtra",TRUE
"17312","mumbai","pomegranate",2015,"July",32088,6000,9077,7538,"2015-07","Mumbai","Maharashtra",TRUE
"17313","mumbai","pomegranate",2015,"June",14722,7000,8000,7500,"2015-06","Mumbai","Maharashtra",TRUE
"17315","mumbai","pomegranate",2015,"May",8482,6962,7981,7471,"2015-05","Mumbai","Maharashtra",TRUE
"17316","mumbai","pomegranate",2015,"November",20209,4760,14040,9400,"2015-11","Mumbai","Maharashtra",TRUE
"17317","mumbai","pomegranate",2015,"October",17739,4815,11296,8056,"2015-10","Mumbai","Maharashtra",TRUE
"17331","nashik","pomegranate",2015,"April",366,2500,9750,7500,"2015-04","Nasik","Maharashtra",TRUE
"17398","barshi","pomegranate",2015,"August",81,279,514,379,"2015-08","Solapur","Maharashtra",TRUE
"17402","barshi","pomegranate",2015,"December",111,250,400,307,"2015-12","Solapur","Maharashtra",TRUE
"17406","barshi","pomegranate",2015,"February",51,300,500,400,"2015-02","Solapur","Maharashtra",TRUE
"17410","barshi","pomegranate",2015,"January",60,330,575,463,"2015-01","Solapur","Maharashtra",TRUE
"17414","barshi","pomegranate",2015,"July",174,274,468,371,"2015-07","Solapur","Maharashtra",TRUE
"17418","barshi","pomegranate",2015,"June",30,288,475,375,"2015-06","Solapur","Maharashtra",TRUE
"17422","barshi","pomegranate",2015,"March",6,400,600,500,"2015-03","Solapur","Maharashtra",TRUE
